timestamp,funding,price,volume
1670256000000,4.603E-5,17073.80,148154.065
1670284800000,2.206E-5,16958.20,87126.611
1670313600000,4.118E-5,16993.70,126663.957
1670342400000,2.305E-5,16974.90,107540.045
1670371200000,7.887E-5,17078.70,139678.801
1670400000000,6.58E-6,16755.40,138977.951
1670428800000,-1.492E-5,16829.10,59122.173
1670457600000,1.183E-5,16828.00,67245.178
1670486400000,2.152E-5,16816.80,132478.722
1670515200000,1.67E-6,16907.70,202433.435
1670544000000,1.178E-5,17216.00,65790.810
1670572800000,4.007E-5,17203.70,164127.982
1670601600000,3.198E-5,17170.30,60312.391
1670630400000,-1.669E-5,17122.00,37513.133
1670659200000,-6.87E-6,17144.50,57253.839
1670688000000,1.711E-5,17200.30,47128.235
1670716800000,9.29E-6,17120.10,35458.532
1670745600000,8.73E-6,17173.40,36589.682
1670774400000,6.92E-6,17145.50,98955.897
1670803200000,2.406E-5,17077.30,120648.519
1670832000000,2.638E-5,16916.20,107822.785
1670860800000,-1.67E-5,17000.00,107384.954
1670889600000,3.003E-5,17200.00,92554.630
1670918400000,1.971E-5,17156.90,385630.372
1670947200000,1.0E-4,17749.50,118666.289
1670976000000,1.0E-4,17777.10,52985.592
1671004800000,1.0E-4,17807.10,174825.349
1671033600000,1.0E-4,18054.80,399700.758
1671062400000,1.0E-4,17804.00,102311.444
1671091200000,1.0E-4,17685.90,199328.409
1671120000000,5.18E-5,17424.00,135644.184
1671148800000,4.842E-5,17351.90,77191.529
1671177600000,5.706E-5,17496.60,296126.791
1671206400000,-1.987E-5,16961.80,248831.925
1671235200000,2.013E-5,16624.10,112086.668
