calc_time,funding_interval_hours,last_funding_rate
1681545600007,8,0.00008455
1681574400011,8,0.00010000
1681603200014,8,0.00007144
1681632000007,8,0.00010000
1681660800002,8,0.00010000
1681689600017,8,0.00010000
1681718400006,8,0.00007376
1681747200000,8,0.00010000
1681776000013,8,0.00004683
1681804800017,8,-0.00000510
1681833600000,8,0.00006772
1681862400022,8,0.00010000
1681891200014,8,0.00006231
1681920000000,8,-8.1E-7
1681948800010,8,0.00008579
1681977600012,8,0.00003668
1682006400012,8,0.00005898
1682035200009,8,0.00006297
1682064000009,8,0.00010000
1682092800003,8,0.00010000
1682121600000,8,0.00010000
1682150400000,8,0.00006858
1682179200016,8,0.00002090
1682208000009,8,0.00003768
1682236800020,8,0.00001376
